"geocode","city","type of sell","average market price"
"29155","OUESSANT","Appartement","3132"
"29094","KERNOUES","Appartement","0"
"29237","LA ROCHE MAURICE","Appartement","2556"
"29181","PLOUEDERN","Appartement","2989"
"29280","TELGRUC-SUR-MER","Appartement","1785"
"29267","SAINT THOIS","Appartement","0"
"29007","BERRIEN","Appartement","6159"
"29125","LEUHAN","Appartement","337"
"29263","SAINT-SEGAL","Appartement","1351"
"29001","ARGOL","Appartement","2119"
"29062","GOUEZEC","Appartement","0"
"29044","DINEAULT","Appartement","1240"
"29111","LANHOUARNEAU","Appartement","0"
"29182","PLOUEGAT-GUERRAND","Appartement","2708"
"29010","BODILIS","Appartement","3333"
"29038","COMMANA","Appartement","646"
"35233","QUEBRIAC","Appartement","1250"
"35340","TREFFENDEL","Appartement","2519"
"35171","MEDREAC","Appartement","1208"
"35234","QUEDILLAC","Appartement","932"
"35197","MOUAZE","Appartement","1994"
"35003","ANDOUILLE-NEUVILLE","Appartement","4556"
"35094","DINGE","Appartement","4159"
"35107","ERCE-PRES-LIFFRE","Appartement","0"
"35271","ST GEORGES DE REINTEMBAULT","Appartement","932"
"35174","MELLE","Appartement","0"
"35324","LA SELLE-EN-LUITRE","Appartement","1928"
"35328","SIXT-SUR-AFF","Appartement","3319"
"35289","SAINT-MALO-DE-PHILY","Appartement","4050"
"35147","LANHELIN","Appartement","1836"
"35017","LA BAUSSAINE","Appartement","1405"
"35185","MONTAUTOUR","Appartement","0"
"35108","ESSE","Appartement","2765"
"56212","SAINT-DOLAY","Appartement","1475"
"56085","HOEDIC","Appartement","7870"
"56228","SAINT-MARCEL","Appartement","1278"
"56080","GUILLIERS","Appartement","2004"
"56172","PLUMELEC","Appartement","1174"
"56227","SAINT-MALO-DES-TROIS-FONTAI","Appartement","2334"
"56014","BERNE","Appartement","1150"
"56039","LA CHAPELLE NEUVE","Appartement","873"
"56128","MELRAND","Appartement","3066"
"56163","PLOERDUT","Appartement","814"
"22093","LAMBALLE-ARMOR","Vente terrain à bâtir","230"
"22287","SAINT-DONAN","Vente terrain à bâtir","45"
"22377","TREVENEUC","Vente terrain à bâtir","161"
"22242","PLURIEN","Vente terrain à bâtir","978"
"22182","PLELO","Vente terrain à bâtir","59"
"22372","TREMUSON","Vente terrain à bâtir","741"
"22278","SAINT-BRIEUC","Vente terrain à bâtir","125"
"22307","SAINT-JULIEN","Vente terrain à bâtir","0"
"22389","YFFINIAC","Vente terrain à bâtir","92"
"22186","PLENEUF-VAL-ANDRE","Vente terrain à bâtir","649"
"22176","PLEDRAN","Vente terrain à bâtir","28"
"22003","AUCALEUC","Vente terrain à bâtir","262"
"22342","TREBEDAN","Vente terrain à bâtir","42"
"22341","TRAMAIN","Vente terrain à bâtir","0"
"22209","BEAUSSAIS-SUR-MER","Vente terrain à bâtir","716"
"22076","HENANBIHEN","Vente terrain à bâtir","52"
"22118","LANVALLAY","Vente terrain à bâtir","654"
"22180","PLELAN-LE-PETIT","Vente terrain à bâtir","88"
"22032","CAULNES","Vente terrain à bâtir","263"
"22172","PLANCOET","Vente terrain à bâtir","87"
"22179","FREHEL","Vente terrain à bâtir","66"
"22268","RUCA","Vente terrain à bâtir","0"
"22014","BOURSEUL","Vente terrain à bâtir","0"
"22116","LANRODEC","Vente terrain à bâtir","43"
"22168","PERROS-GUIREC","Vente terrain à bâtir","0"
"22147","MERDRIGNAC","Vente terrain à bâtir","38"
"22371","TREMOREL","Vente terrain à bâtir","0"
"29232","QUIMPER","Vente terrain à bâtir","101"
"29165","PLOBANNALEC LESCONIL","Vente terrain à bâtir","60"
"29169","PLOGONNEC","Vente terrain à bâtir","75"
"29051","ERGUE GABERIC","Vente terrain à bâtir","5092"
"29039","CONCARNEAU","Vente terrain à bâtir","125"
"29076","MILIZAC-GUIPRONVEL","Vente terrain à bâtir","90"
"29075","GUIPAVAS","Vente terrain à bâtir","0"
"29119","LANRIVOARE","Vente terrain à bâtir","66"
"29079","HENVIC","Vente terrain à bâtir","0"
"29259","SAINT-POL-DE-LEON","Vente terrain à bâtir","54"
"29035","COAT MEAL","Vente terrain à bâtir","82"
"29105","LANDIVISIAU","Vente terrain à bâtir","73"
"29254","SAINT-MARTIN-DES-CHAMPS","Vente terrain à bâtir","0"
"29239","ROSCOFF","Vente terrain à bâtir","84"
"29206","PLOUNEVEZ-LOCHRIST","Vente terrain à bâtir","41"
"29023","CARANTEC","Vente terrain à bâtir","149"
"35208","ORGERES","Vente terrain à bâtir","188"
"35206","NOYAL-CHATILLON-SUR-SEICHE","Vente terrain à bâtir","234"
"35353","VEZIN-LE-COQUET","Vente terrain à bâtir","367"
"35001","ACIGNE","Vente terrain à bâtir","602"
"35189","MONTGERMONT","Vente terrain à bâtir","603"
"35059","LA CHAPELLE DES FOUGERETZ","Vente terrain à bâtir","4284"
"35120","GEVEZE","Vente terrain à bâtir","181"
"35238","RENNES","Vente terrain à bâtir","1292"
"35297","SAINT-MEEN-LE-GRAND","Vente terrain à bâtir","101"
"35039","BRECE","Vente terrain à bâtir","176"
"35076","CHAVAGNE","Vente terrain à bâtir","1689"
"35204","NOUVOITOU","Vente terrain à bâtir","371"
"35196","MORDELLES","Vente terrain à bâtir","290"
"35240","LE RHEU","Vente terrain à bâtir","522"
"35250","SAINT-ARMEL","Vente terrain à bâtir","175"
"35094","DINGE","Vente terrain à bâtir","265"
"35080","CINTRE","Vente terrain à bâtir","1092"
"35088","CORPS-NUDS","Vente terrain à bâtir","175"
"35065","LA CHAPELLE THOUARAULT","Vente terrain à bâtir","258"
"35081","CLAYES","Vente terrain à bâtir","174"
"35223","PLELAN-LE-GRAND","Vente terrain à bâtir","2320"
"35069","CHATEAUGIRON","Vente terrain à bâtir","382"
"35334","THORIGNE-FOUILLARD","Vente terrain à bâtir","0"
"35101","DOURDAIN","Vente terrain à bâtir","0"
"35135","IRODOUER","Vente terrain à bâtir","383"
"35356","VIGNOC","Vente terrain à bâtir","0"
"35099","DOMLOUP","Vente terrain à bâtir","0"
"35207","NOYAL-SUR-VILAINE","Vente terrain à bâtir","245"
"35031","LA BOUEXIERE","Vente terrain à bâtir","221"
"35118","GAHARD","Vente terrain à bâtir","0"
"35107","ERCE-PRES-LIFFRE","Vente terrain à bâtir","0"
"35138","LAIGNELET","Vente terrain à bâtir","68"
"35191","LES PORTES DU COGLAIS","Vente terrain à bâtir","76"
"35257","MAEN ROCH","Vente terrain à bâtir","92"
"35115","FOUGERES","Vente terrain à bâtir","283"
"35063","LA CHAPELLE SAINT AUBERT","Vente terrain à bâtir","57"
"35243","ROMAGNE","Vente terrain à bâtir","0"
"35280","SAINT-HILAIRE-DES-LANDES","Vente terrain à bâtir","73"
"35215","PARIGNE","Vente terrain à bâtir","45"
"35137","JAVENE","Vente terrain à bâtir","98"
"35292","SAINT-MARC-LE-BLANC","Vente terrain à bâtir","0"
"35273","SAINT-GERMAIN-EN-COGLES","Vente terrain à bâtir","68"
"35139","LAILLE","Vente terrain à bâtir","1190"
"35236","REDON","Vente terrain à bâtir","113"
"35127","GUIGNEN","Vente terrain à bâtir","3636"
"35124","GRAND-FOUGERAY","Vente terrain à bâtir","47"
"35151","LIEURON","Vente terrain à bâtir","100"
"35012","BAIN-DE-BRETAGNE","Vente terrain à bâtir","121"
"35155","LOHEAC","Vente terrain à bâtir","50"
"35212","PANCE","Vente terrain à bâtir","288"
"35057","LA CHAPELLE BOUEXIC","Vente terrain à bâtir","85"
"35045","BRUC-SUR-AFF","Vente terrain à bâtir","0"
"35299","SAINT-MELOIR-DES-ONDES","Vente terrain à bâtir","1564"
"35362","LE TRONCHET","Vente terrain à bâtir","589"
"35265","SAINT-DOMINEUC","Vente terrain à bâtir","155"
"35241","LA RICHARDAIS","Vente terrain à bâtir","173"
"35288","SAINT-MALO","Vente terrain à bâtir","224"
"35172","MEILLAC","Vente terrain à bâtir","61"
"35034","LA BOUSSAC","Vente terrain à bâtir","49"
"35314","SAINT-SULIAC","Vente terrain à bâtir","1013"
"35337","TINTENIAC","Vente terrain à bâtir","570"
"35006","ARGENTRE-DU-PLESSIS","Vente terrain à bâtir","0"
"35194","MONTREUIL-SOUS-PEROUSE","Vente terrain à bâtir","76"
"56137","MONTERBLANC","Vente terrain à bâtir","110"
"56164","PLOEREN","Vente terrain à bâtir","319"
"56018","BILLIERS","Vente terrain à bâtir","812"
"56260","VANNES","Vente terrain à bâtir","13860"
"56240","SARZEAU","Vente terrain à bâtir","186"
"56003","ARRADON","Vente terrain à bâtir","0"
"56162","PLOEMEUR","Vente terrain à bâtir","456"
"56179","PONT-SCORFF","Vente terrain à bâtir","0"
"56094","KERVIGNAC","Vente terrain à bâtir","216"
"56166","PLOUAY","Vente terrain à bâtir","157"
"56193","RIANTEC","Vente terrain à bâtir","0"
"56090","INZINZAC-LOCHRIST","Vente terrain à bâtir","106"
"56069","GROIX","Vente terrain à bâtir","0"
"56185","QUEVEN","Vente terrain à bâtir","0"
"56176","PLUNERET","Vente terrain à bâtir","154"
"56046","CRACH","Vente terrain à bâtir","562"
"56023","BRECH","Vente terrain à bâtir","171"
"56175","PLUMERGAT","Vente terrain à bâtir","1178"
"56116","LOCMARIAQUER","Vente terrain à bâtir","2059"
"56097","LANDEVANT","Vente terrain à bâtir","0"
"56017","BIGNAN","Vente terrain à bâtir","42"
"56165","PLOERMEL","Vente terrain à bâtir","89"
"56151","NOYAL-PONTIVY","Vente terrain à bâtir","113"
"56131","MESLAN","Vente terrain à bâtir","0"
"56246","LE SOURN","Vente terrain à bâtir","137"
"56081","GUISCRIFF","Vente terrain à bâtir","0"
"56076","GUERN","Vente terrain à bâtir","0"
"56066","GOURIN","Vente terrain à bâtir","18"
"22360","TREGUEUX","Vente terrain à bâtir","82"
"22234","PLOUVARA","Vente terrain à bâtir","69"
"22054","ERQUY","Vente terrain à bâtir","317"
"22098","LANDEHEN","Vente terrain à bâtir","4057"
"22106","LANGUEUX","Vente terrain à bâtir","115"
"22143","MATIGNON","Vente terrain à bâtir","96"
"22049","CREHEN","Vente terrain à bâtir","108"
"22103","LANGROLAY-SUR-RANCE","Vente terrain à bâtir","358"
"22282","SAINT-CAST-LE-GUILDO","Vente terrain à bâtir","0"
"22302","SAINT-JACUT-DE-LA-MER","Vente terrain à bâtir","0"
"22213","PLOUER-SUR-RANCE","Vente terrain à bâtir","148"
"22113","LANNION","Vente terrain à bâtir","102"
"22090","KERMARIA-SULARD","Vente terrain à bâtir","54"
"29057","LA FORET-FOUESNANT","Vente terrain à bâtir","110"
"29174","PLONEOUR LANVERN","Vente terrain à bâtir","87"
"29066","GUENGAT","Vente terrain à bâtir","64"
"29216","PLUGUFFAN","Vente terrain à bâtir","103"
"29020","BRIEC","Vente terrain à bâtir","424"
"29031","CLOHARS CARNOET","Vente terrain à bâtir","136"
"29241","ROSPORDEN","Vente terrain à bâtir","185"
"29272","SAINT YVI","Vente terrain à bâtir","0"
"29260","SAINT RENAN","Vente terrain à bâtir","0"
"29069","GUILERS","Vente terrain à bâtir","223"
"29061","GOUESNOU","Vente terrain à bâtir","179"
"29019","BREST","Vente terrain à bâtir","0"
"29040","LE CONQUET","Vente terrain à bâtir","0"
"29017","BRELES","Vente terrain à bâtir","0"
"29011","BOHARS","Vente terrain à bâtir","0"
"29189","PLOUGASTEL-DAOULAS","Vente terrain à bâtir","155"
"29044","DINEAULT","Vente terrain à bâtir","0"
"29090","KERLAZ","Vente terrain à bâtir","64"
"35032","BOURGBARRE","Vente terrain à bâtir","0"
"35024","BETTON","Vente terrain à bâtir","448"
"35266","SAINT-ERBLON","Vente terrain à bâtir","1138"
"35327","SERVON-SUR-VILAINE","Vente terrain à bâtir","181"
"35184","MONTAUBAN-DE-BRETAGNE","Vente terrain à bâtir","200"
"35040","BRETEIL","Vente terrain à bâtir","240"
"35275","SAINT-GILLES","Vente terrain à bâtir","333"
"35144","LANGAN","Vente terrain à bâtir","0"
"35136","JANZE","Vente terrain à bâtir","0"
"35004","VAL-COUESNON","Vente terrain à bâtir","119"
"35324","LA SELLE-EN-LUITRE","Vente terrain à bâtir","34"
"35162","LOUVIGNE-DU-DESERT","Vente terrain à bâtir","42"
"35016","BAULON","Vente terrain à bâtir","0"
"35084","COMBLESSAC","Vente terrain à bâtir","0"
"35344","TRESSE","Vente terrain à bâtir","0"
"35049","CANCALE","Vente terrain à bâtir","1249"
"35360","VITRE","Vente terrain à bâtir","0"
"56153","PEAULE","Vente terrain à bâtir","0"
"56107","LARMOR-PLAGE","Vente terrain à bâtir","1001"
"56063","GESTEL","Vente terrain à bâtir","165"
"56098","LANESTER","Vente terrain à bâtir","198"
"56007","AURAY","Vente terrain à bâtir","202"
"56034","CARNAC","Vente terrain à bâtir","32998"
"56262","LE BONO","Vente terrain à bâtir","139"
"56075","GUER","Vente terrain à bâtir","0"
"56178","PONTIVY","Vente terrain à bâtir","1974"
"22232","PLOURHAN","Vente terrain à bâtir","0"
"22055","BINIC-ETABLES-SUR-MER","Vente terrain à bâtir","1182"
"22162","PAIMPOL","Vente terrain à bâtir","0"
"22094","LANCIEUX","Vente terrain à bâtir","140"
"22008","BOBITAL","Vente terrain à bâtir","77"
"22259","QUEVERT","Vente terrain à bâtir","90"
"22364","TRELIVAN","Vente terrain à bâtir","0"
"22200","PLEVEN","Vente terrain à bâtir","0"
"22353","TREGASTEL","Vente terrain à bâtir","0"
"22343","TREBEURDEN","Vente terrain à bâtir","0"
"22133","LE LOSCOUET-SUR-MEU","Vente terrain à bâtir","0"
"29284","TREFFIAGAT","Vente terrain à bâtir","0"
"29046","DOUARNENEZ","Vente terrain à bâtir","85"
"29006","BENODET","Vente terrain à bâtir","0"
"29170","PLOMELIN","Vente terrain à bâtir","202"
"29135","LOCTUDY","Vente terrain à bâtir","52"
"29220","PONT L ABBE","Vente terrain à bâtir","389"
"29085","ILE TUDY","Vente terrain à bâtir","150"
"29143","MAHALON","Vente terrain à bâtir","0"
"29005","BAYE","Vente terrain à bâtir","206"
"29281","TOURCH","Vente terrain à bâtir","129"
"29110","LANGOLEN","Vente terrain à bâtir","0"
"29002","ARZANO","Vente terrain à bâtir","0"
"29153","NEVEZ","Vente terrain à bâtir","0"
"29196","PLOUGUIN","Vente terrain à bâtir","74"
"29099","LAMPAUL-PLOUDALMEZEAU","Vente terrain à bâtir","130"
"29177","PLOUARZEL","Vente terrain à bâtir","0"
"29130","LOCMARIA-PLOUZANE","Vente terrain à bâtir","686"
"29124","LESNEVEN","Vente terrain à bâtir","0"
"29043","DAOULAS","Vente terrain à bâtir","0"
"29103","LANDERNEAU","Vente terrain à bâtir","485"
"29235","LE RELECQ-KERHUON","Vente terrain à bâtir","149"
"29209","PLOUVIEN","Vente terrain à bâtir","736"
"29042","CROZON","Vente terrain à bâtir","23"
"29172","PLOMODIERN","Vente terrain à bâtir","0"
"29022","CAMARET-SUR-MER","Vente terrain à bâtir","0"
"29113","LANMEUR","Vente terrain à bâtir","0"
"29074","GUIMILIAU","Vente terrain à bâtir","307"
"29273","SANTEC","Vente terrain à bâtir","0"
"35278","SAINT-GREGOIRE","Vente terrain à bâtir","398"
"35193","MONTREUIL-LE-GAST","Vente terrain à bâtir","279"
"35210","PACE","Vente terrain à bâtir","0"
"35274","SAINT-GERMAIN-SUR-ILLE","Vente terrain à bâtir","131"
"35227","PLEUMELEUC","Vente terrain à bâtir","505"
"35152","LIFFRE","Vente terrain à bâtir","182"
"35079","CHEVAIGNE","Vente terrain à bâtir","226"
"35315","SAINT-SULPICE-LA-FORET","Vente terrain à bâtir","166"
"35053","CHANCE","Vente terrain à bâtir","0"
"35251","SAINT-AUBIN-D AUBIGNE","Vente terrain à bâtir","278"
"35110","FEINS","Vente terrain à bâtir","0"
"35011","BAILLE","Vente terrain à bâtir","0"
"35332","TEILLAY","Vente terrain à bâtir","0"
"35122","LA GOUESNIERE","Vente terrain à bâtir","123"
"35287","SAINT-LUNAIRE","Vente terrain à bâtir","1947"
"35116","LA FRESNAIS","Vente terrain à bâtir","158"
"35222","PLEINE-FOUGERES","Vente terrain à bâtir","386"
"56143","MUZILLAC","Vente terrain à bâtir","844"
"56231","SAINT-NOLFF","Vente terrain à bâtir","123"
"56001","ALLAIRE","Vente terrain à bâtir","7480"
"56251","THEIX-NOYALO","Vente terrain à bâtir","199"
"56206","SAINT-AVE","Vente terrain à bâtir","0"
"56002","AMBON","Vente terrain à bâtir","0"
"56147","NIVILLAC","Vente terrain à bâtir","112"
"56126","MARZAN","Vente terrain à bâtir","100"
"56109","LAUZACH","Vente terrain à bâtir","0"
"56120","LOCQUELTAS","Vente terrain à bâtir","153"
"56214","SAINT-GILDAS-DE-RHUYS","Vente terrain à bâtir","0"
"56194","RIEUX","Vente terrain à bâtir","27"
"56224","SAINT-LAURENT","Vente terrain à bâtir","0"
"56008","BADEN","Vente terrain à bâtir","0"
"56067","GRANDCHAMP","Vente terrain à bâtir","687"
"56169","PLOUHINEC","Vente terrain à bâtir","0"
"56181","PORT-LOUIS","Vente terrain à bâtir","924"
"56078","GUIDEL","Vente terrain à bâtir","0"
"56161","PLOEMEL","Vente terrain à bâtir","0"
"56200","RUFFIAC","Vente terrain à bâtir","0"
"56136","MONTENEUF","Vente terrain à bâtir","86"
"56180","PORCARO","Vente terrain à bâtir","0"
"56117","LOCMINE","Vente terrain à bâtir","599"
"56144","EVELLYS","Vente terrain à bâtir","0"
